Protocollo,DataOraIncidente,Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,Chilometrica,DaSpecificare,Longitude,Latitude
4741820,2020-01-08T12:55:00Z,Strada Urbana,VIA MUZIO SCEVOLA,all'intersezione con,VIA DI S. MARIA AUSILIATRICE,VIA DI S. MARIA AUSILIATRICE,,,12.5275,41.874
4741348,2020-01-08T13:00:00Z,Strada Urbana,VIALE AMERICA,all'intersezione con,VIALE UMBERTO TUPINI,VIALE UMBERTO TUPINI,,,12.4614,41.8317
4742547,2020-01-08T13:06:00Z,Strada Urbana,VIA PIAN DI SCO,da specificare,,,,pross. VIA s. MARIA DELLA SPERANZA,12.5185,41.9612
4742437,2020-01-08T13:45:00Z,Strada Urbana,VIA CONCA D'ORO,da specificare,,,,pross. intersez. via Val di Senio,12.5244,41.9405
4742453,2020-01-08T14:05:00Z,Strada Urbana,VIA QUINTILIO VARO,all'intersezione con,CIRCONVALLAZIONE TUSCOLANA,CIRCONVALLAZIONE TUSCOLANA,,,12.5684,41.8516
4742254,2020-01-08T14:15:00Z,Strada Urbana,VIALE ANTONINO DI SAN GIULIANO,all'intersezione con,PIAZZALE DELLA FARNESINA,PIAZZALE DELLA FARNESINA,,,12.4607,41.9366
4742588,2020-01-08T14:20:00Z,Strada Urbana,VIA DI TOR TRE TESTE,all'intersezione con,VIALE DELLA BELLA VILLA,VIALE DELLA BELLA VILLA,,,12.5865,41.8734
4743097,2020-01-08T15:00:00Z,Strada Urbana,PIAZZETTA DEL BEL RESPIRO,all'intersezione con,VIA DELLA NOCETTA,VIA DELLA NOCETTA,,,12.441,41.88
4742185,2020-01-08T15:40:00Z,Strada Urbana,VIA PRENESTINA,da specificare,,,,prossimità PIAZZALE LABICANO,12.5162,41.8918
4742319,2020-01-08T16:45:00Z,Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA VINCENZO CHIARUGI,VIA VINCENZO CHIARUGI,,,12.4229,41.9409
4742596,2020-01-08T18:10:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione con,CIRCONVALLAZIONE NOMENTANA,CIRCONVALLAZIONE NOMENTANA,,,12.5263,41.9295
4742525,2020-01-08T18:40:00Z,Strada Urbana,VIA ERODE ATTICO,all'intersezione con,VIA ATIMETO,VIA ATIMETO,,,12.5438,41.8393
4742264,2020-01-08T19:00:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione con,VIA SESTIO CALVINO,VIA SESTIO CALVINO,,,12.5662,41.8546
4742362,2020-01-08T19:10:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione semaforizzata con,VIA NAZARETH,VIA NAZARETH,,,12.408,41.907
4742444,2020-01-08T19:30:00Z,Strada Urbana,VIA PIEMONTE,all'intersezione con,VIA SALLUSTIANA,VIA SALLUSTIANA,,,12.4939,41.9071
4742195,2020-01-08T19:35:00Z,Strada Urbana,VIA WALTER PROCACCINI,all'intersezione con,VIALE BRUNO RIZZIERI,VIALE BRUNO RIZZIERI,,,12.5834,41.8486
4742209,2020-01-08T22:20:00Z,,VIALE GIULIO AGRICOLA,all'intersezione con,VIA CAIO CANULEIO,VIA CAIO CANULEIO,,,,
4742303,2020-01-08T23:00:00Z,Strada Urbana,VIA DEI DUE PONTI,all'intersezione con,VIA SIGNA,VIA SIGNA,,,12.4701,41.9656
4742231,2020-01-09T06:45:00Z,Strada Urbana,VIA DEL QUADRARO,all'intersezione semaforizzata con,VIALE SPARTACO,VIALE SPARTACO,,,12.5553,41.858
4742379,2020-01-09T07:00:00Z,Strada Urbana,VIA BRUNO BRANDELLERO,da specificare,,,,altezza sottovia Cristoforo Colombo,12.4505,41.8057
4742651,2020-01-09T08:30:00Z,Strada Urbana,VIA DEL CIRCO MASSIMO,all'intersezione con,PIAZZALE UGO LA MALFA,PIAZZALE UGO LA MALFA,,,12.4852,41.8853
4742459,2020-01-09T09:00:00Z,Strada Urbana,VIALE SOMALIA,all'intersezione con,VIA ANTRODOCO,VIA ANTRODOCO,,,12.5151,41.936
4743685,2020-01-09T09:10:00Z,Strada Urbana,VIA VINCENZO MORELLO,all'intersezione con,VIA TIBURTINA,VIA TIBURTINA,,,12.5398,41.9087
4742908,2020-01-09T09:40:00Z,Strada Urbana,VIA DI S. MARIA AUSILIATRICE,all'intersezione con,VIA MUZIO SCEVOLA,VIA MUZIO SCEVOLA,,,12.5278,41.8729
4744090,2020-01-09T09:50:00Z,Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA CAFFARO,VIA CAFFARO,,,12.4859,41.8672
4742649,2020-01-09T10:00:00Z,Strada Urbana,VIA POZZOBONELLI,all'intersezione con,VIA SERVILIO IV,VIA SERVILIO IV,,,12.5493,41.843
4743073,2020-01-09T10:15:00Z,Strada Urbana,VIA DON ORIONE,all'intersezione con,LARGO DON ORIONE,LARGO DON ORIONE,,,12.5162,41.8788
4743206,2020-01-09T10:15:00Z,Strada Urbana,PIAZZA DEI CONSOLI,all'intersezione con,VIALE S. GIOVANNI BOSCO,VIALE S. GIOVANNI BOSCO,,,12.5586,41.8616
4743353,2020-01-09T10:30:00Z,Strada Urbana,VIA LUCREZIA ROMANA,all'intersezione con,VIA PELLARO,VIA PELLARO,,,12.576,41.8347
4742742,2020-01-09T10:40:00Z,Strada Urbana,VIA FLAMINIA NUOVA,da specificare,,,,in prossimità di via Tuscania,12.4792,41.9609
4744577,2020-01-09T10:40:00Z,Strada Urbana,VIALE DELLA PRIMAVERA,all'intersezione con,VIA DEI GELSI,VIA DEI GELSI,,,12.5614,41.8878
4744046,2020-01-09T11:45:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA ROCCA D'EVANDRO,VIA ROCCA D'EVANDRO,,,12.6155,41.8933
4744044,2020-01-09T12:30:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA VEDANA,VIA VEDANA,,,12.481,41.8473
4744546,2020-01-09T13:00:00Z,Strada Urbana,SOTTOVIA IGNAZIO GUIDI,da specificare,,,,dir. V.le Muro Torto 300 m. prima usc. Via Tevere,12.497,41.911
4743338,2020-01-09T13:15:00Z,Strada Urbana,VIA DEI CESSATI SPIRITI,da specificare,,,,PROSSIMITA' VIA APPIA NUOVA,12.5301,41.8647
4744111,2020-01-09T13:40:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione con,VIA QUINTO PUBLICIO,VIA QUINTO PUBLICIO,,,12.571,41.856
4744341,2020-01-09T13:47:00Z,Strada Urbana,VIALE ALESSANDRINO,all'intersezione con,VIA DEGLI OLMI,VIA DEGLI OLMI,,,12.5779,41.8792
4744180,2020-01-09T13:50:00Z,Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,all'intersezione semaforizzata con,LUNGOTEVERE DELLE ARMI,LUNGOTEVERE DELLE ARMI,,,12.4692,41.9142
4744549,2020-01-09T14:15:00Z,Strada Urbana,VIALE MARESCIALLO PILSUDSKI,all'intersezione semaforizzata con,VIA DI S. VALENTINO,VIA DI S. VALENTINO,,,12.475,41.9275
4744575,2020-01-09T14:45:00Z,Strada Urbana,VIA DEI MONTI DI PIETRALATA,all'intersezione con,VIA GERARDO CHIAROMONTE,VIA GERARDO CHIAROMONTE,,,12.5323,41.9159
4744065,2020-01-09T16:05:00Z,Strada Urbana,VIALE DELLA SORBONA,da specificare,,,,prossimità Via di Tor Vergata,12.612,41.8546
4744102,2020-01-09T18:00:00Z,Strada Urbana,VIA COSTANTINO,all'intersezione con,VIA GALBA,VIA GALBA,,,12.4879,41.8565
4744026,2020-01-09T18:50:00Z,Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione con,VIA DELL'ACQUA VERGINE,VIA DELL'ACQUA VERGINE,,,12.6155,41.8933
4744422,2020-01-09T19:00:00Z,Strada Urbana,VIA DUCCIO DI BUONINSEGNA,da specificare,,,,prossimità via Simone Martini,12.4886,41.8298
4744522,2020-01-09T19:00:00Z,Provinciale entro l'abitato,VIA NOMENTANA,all'intersezione con,VIA DIEGO FABBRI,VIA DIEGO FABBRI,,,12.5728,41.9579
4744034,2020-01-09T21:20:00Z,Strada Urbana,VIA PIETRO SOMMARIVA,all'intersezione con,VIA LUDOVICO DE SIMONI,VIA LUDOVICO DE SIMONI,,,12.5751,41.8667
4744098,2020-01-09T22:40:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA BORGHESIANA,VIA BORGHESIANA,,,12.676,41.8636
4744113,2020-01-09T22:55:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA TOR DE' SCHIAVI,VIA TOR DE' SCHIAVI,,,12.5643,41.8749
4744604,2020-01-09T23:00:00Z,Strada Urbana,VIA FLAVIA,all'intersezione con,VIA SERVIO TULLIO,VIA SERVIO TULLIO,,,12.4968,41.9068
4744655,2020-01-10T03:45:00Z,Strada Urbana,CORSO D'ITALIA,all'intersezione semaforizzata con,PIAZZALE BRASILE,PIAZZALE BRASILE,,,12.4894,41.9099
4744107,2020-01-10T04:10:00Z,Strada Urbana,VIA TIBURTINA,da specificare,,,,alt. Via Casale Cavallari,12.5958,41.9326
4744225,2020-01-10T07:35:00Z,Provinciale entro l'abitato,VIA LAURENTINA,all'intersezione semaforizzata con,VIA DEL SERAFICO,VIA DEL SERAFICO,,,12.4806,41.8299
4746364,2020-01-10T09:00:00Z,Strada Urbana,VIA CARLO LUDOVICO BRAGAGLIA,all'intersezione con,VIA FRANCO FABRIZI,VIA FRANCO FABRIZI,,,12.5363,41.9674
4747745,2020-01-10T09:25:00Z,Strada Urbana,VIALE ROMANIA,all'intersezione con,VIA VITTORIO LOCCHI,VIA VITTORIO LOCCHI,,,12.493,41.9249
4745325,2020-01-10T10:00:00Z,Strada Urbana,VIA DELL'ACQUEDOTTO DEL PESCHIERA,all'intersezione con,VIA TRIONFALE,VIA TRIONFALE,,,12.4238,41.9395
4748159,2020-01-10T10:00:00Z,Strada Urbana,VIA FILIPPO MEDA,all'intersezione con,VIA ACHILLE BENEDETTI,VIA ACHILLE BENEDETTI,,,12.5435,41.9132
4744890,2020-01-10T11:30:00Z,Strada Urbana,VIALE CASTRO PRETORIO,all'intersezione semaforizzata con,VIA SAN MARTINO DELLA BATTAGLIA,VIA SAN MARTINO DELLA BATTAGLIA,,,12.5054,41.9062
4746391,2020-01-10T11:45:00Z,Strada Urbana,LARGO LUCHINO VISCONTI,all'intersezione con,VIALE CESCO BASEGGIO,VIALE CESCO BASEGGIO,,,12.5354,41.9658
4747772,2020-01-10T11:50:00Z,Strada Urbana,VIA DELL'AGONISTICA,all'intersezione con,VIA DEL PENTATHLON,VIA DEL PENTATHLON,,,12.4899,41.9329
4745760,2020-01-10T14:30:00Z,Strada Urbana,VIALE GUGLIELMO MARCONI,all'intersezione con,LARGO MAESTRI DEL LAVORO,LARGO MAESTRI DEL LAVORO,,,12.4767,41.8457
4745766,2020-01-10T15:40:00Z,Strada Urbana,VIA DEL GAZOMETRO,all'intersezione con,VIA DEI MAGAZZINI GENERALI,VIA DEI MAGAZZINI GENERALI,,,12.4789,41.8719
4747780,2020-01-10T16:10:00Z,Strada Urbana,VIALE DELLA MOSCHEA,da specificare,,,,PROSS. VIA DEL FORO ITALICO,12.4973,41.9403
4745726,2020-01-10T16:15:00Z,Strada Urbana,VIA ATLANTE,all'intersezione con,VIA GIUTURNA,VIA GIUTURNA,,,12.6165,41.8793
4745769,2020-01-10T17:40:00Z,Strada Urbana,VIALE CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIALE AMERICA,VIALE AMERICA,,,12.4536,41.8089
4745764,2020-01-10T18:00:00Z,Strada Urbana,VIA DI MEZZOCAMMINO,all'intersezione con,VIA TOR DE' CENCI,VIA TOR DE' CENCI,,,12.4332,41.7862
4745775,2020-01-10T18:10:00Z,Strada Urbana,VIALE DELL'UMANESIMO,all'intersezione con,VIA KENIA,VIA KENIA,,,12.4699,41.8231
4745754,2020-01-10T18:15:00Z,Strada Urbana,LARGO DEL BRONZINO,all'intersezione con,VIA ALESSIO BALDOVINETTI,VIA ALESSIO BALDOVINETTI,,,12.4945,41.8307
4746553,2020-01-10T18:40:00Z,Strada Urbana,VIA DELLE VIGNE NUOVE,da specificare,,,,all'altezza di via villa di Faonte,12.5369,41.95
4749914,2020-01-10T19:00:00Z,Strada Urbana,PIAZZA FLAVIO BIONDO,all'intersezione semaforizzata con,CIRCONVALLAZIONE GIANICOLENSE,CIRCONVALLAZIONE GIANICOLENSE,,,12.4659,41.8731
4745731,2020-01-10T20:45:00Z,Strada Urbana,VIA DI TOR BELLA MONACA,all'intersezione con,VIALE PAOLO FERDINANDO QUAGLIA,VIALE PAOLO FERDINANDO QUAGLIA,,,12.6385,41.8669
4746085,2020-01-10T20:55:00Z,Strada Urbana,PASSEGGIATA DI RIPETTA,da specificare,,,,altezza VIA DELL'OCA,12.4739,41.9095
4748390,2020-01-10T21:30:00Z,Strada Urbana,VIA FABRIANO,all'intersezione con,VIA FIUMINATA,VIA FIUMINATA,,,12.5844,41.9408
4747218,2020-01-10T23:15:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA DI PANTAN MONASTERO,VIA DI PANTAN MONASTERO,,,12.3847,41.9149
4748478,2020-01-10T23:30:00Z,Strada Urbana,VIA ARTURO GRAF,da specificare,,,,altezza via Teofilo Folengo,12.5525,41.9428
4750089,2020-01-10T23:40:00Z,Strada Urbana,VIA DEL VIMINALE,all'intersezione con,VIA TORINO,VIA TORINO,,,12.4962,41.9006
4746588,2020-01-11T00:05:00Z,Strada Urbana,VIALE GOTTARDO,all'intersezione con,VIA DI MONTE SACRO,VIA DI MONTE SACRO,,,12.5353,41.9315
4750588,2020-01-11T09:15:00Z,Strada Urbana,VIA BERNARDINO RAMAZZINI,all'intersezione con,VIA GIACOMO FOLCHI,VIA GIACOMO FOLCHI,,,12.4505,41.8666
4747566,2020-01-11T09:54:00Z,Strada Urbana,VIALE BARTOLOMEO CAVACEPPI,all'intersezione con,VIALE LUIGI GUGLIELMI,VIALE LUIGI GUGLIELMI,,,12.4308,41.7971
4748343,2020-01-11T11:30:00Z,Strada Urbana,VIA GIOVANNI CONTI,all'intersezione con,VIA MONTE MASSICO,VIA MONTE MASSICO,,,12.5316,41.9551
4747466,2020-01-11T12:25:00Z,Strada Urbana,VIALE BRUNO RIZZIERI,all'intersezione con,VIA FRANCESCO GENTILE,VIA FRANCESCO GENTILE,,,12.5861,41.8523
4747426,2020-01-11T14:00:00Z,Strada Urbana,VIA DI VILLA ADA,all'intersezione con,VIA SALARIA,VIA SALARIA,,,12.5043,41.9251
4747564,2020-01-11T15:45:00Z,Strada Urbana,PIAZZALE DELL'UMANESIMO,all'intersezione con,VIALE DELL'UMANESIMO,VIALE DELL'UMANESIMO,,,12.4715,41.8227
4748335,2020-01-11T16:30:00Z,Strada Urbana,VIA DI TOR CERVARA,all'intersezione con,VIA DEGLI ARMENTI,VIA DEGLI ARMENTI,,,12.5895,41.905
4747458,2020-01-11T17:00:00Z,Regionale entro l'abitato,VIA CASSIA,da specificare,,,,Altezza via Gradoli,12.4375,41.9688
4748863,2020-01-11T19:00:00Z,Strada Urbana,PIAZZA CONFIENZA,all'intersezione con,VIALE DELL'UNIVERSITA',VIALE DELL'UNIVERSITA',,,12.5094,41.9036
4748432,2020-01-11T19:35:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione semaforizzata con,VIA VINCENZO MORELLO,VIA VINCENZO MORELLO,,,12.5398,41.9086
4748207,2020-01-11T19:45:00Z,Strada Urbana,VIA OTTAVIO ASSAROTTI,all'intersezione con,VIA FRATELLI GUALANDI,VIA FRATELLI GUALANDI,,,12.4224,41.9419
4747461,2020-01-11T20:10:00Z,Strada Urbana,VIA DEI DUE PONTI,all'intersezione con,VIA ORIOLO ROMANO,VIA ORIOLO ROMANO,,,12.461,41.9662
4748284,2020-01-11T22:30:00Z,Strada Urbana,VIA IGINO GIORDANI,all'intersezione con,VIA TRIVENTO,VIA TRIVENTO,,,12.5644,41.9072
4748874,2020-01-11T22:34:00Z,Strada Urbana,PIAZZALE DELLE PROVINCIE,da specificare,,,,fronte Viale Ippocrate,12.521,41.9095
4747419,2020-01-12T00:05:00Z,Regionale entro l'abitato,VIA CASSIA NUOVA,da specificare,,,,prossimità via Oriolo Romano,12.4575,41.9574
4748555,2020-01-12T02:10:00Z,Strada Urbana,VIA DI MONTE VERDE,all'intersezione con,PIAZZA CARLO ALBERTO SCOTTI,PIAZZA CARLO ALBERTO SCOTTI,,,12.4492,41.8712
4748125,2020-01-12T04:40:00Z,Strada Urbana,VIA DEI GEORGOFILI,all'intersezione con,VIA DELL'ARCADIA,VIA DELL'ARCADIA,,,12.4921,41.8533
4747160,2020-01-12T06:15:00Z,Strada Urbana,VIA SARSINA,all'intersezione con,VIA CASOLA VALSENIO,VIA CASOLA VALSENIO,,,12.4076,41.7914
4748459,2020-01-12T06:15:00Z,Strada Urbana,VIA VIRGINIO ORSINI,all'intersezione con,VIA DEGLI SCIPIONI,VIA DEGLI SCIPIONI,,,12.4691,41.9113
4747891,2020-01-12T06:30:00Z,Strada Urbana,VIA ALGHERO,da specificare,,,,fronte via ORISTANO,12.5214,41.8869
4748251,2020-01-12T08:40:00Z,Strada Urbana,PIAZZALE MARESCIALLO GIARDINO,all'intersezione semaforizzata con,LUNGOTEVERE MARESCIALLO CADORNA,LUNGOTEVERE MARESCIALLO CADORNA,,,12.4586,41.9241
4747886,2020-01-12T09:00:00Z,Strada Urbana,VIA APPIA NUOVA,all'intersezione con,VIA DI S. MARIA AUSILIATRICE,VIA DI S. MARIA AUSILIATRICE,,,12.5599,41.8262
4748352,2020-01-12T09:30:00Z,Strada Urbana,VIA GOFFREDO BELLONCI,all'intersezione con,VIA DI TOR S. GIOVANNI,VIA DI TOR S. GIOVANNI,,,12.5607,41.9802
4748589,2020-01-12T10:00:00Z,Strada Urbana,VIA LAURENTINA,da specificare,,,,in prossimità di VIA DEGLI ARTIFICIERI,12.4822,41.8189
4748238,2020-01-12T11:00:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA ROMOLO BALZANI,VIA ROMOLO BALZANI,,,12.5544,41.8764
4749234,2020-01-12T11:05:00Z,Strada Urbana,VIA CINA,all'intersezione con,VIA DEI BAMBU',VIA DEI BAMBU',,,12.4342,41.8127
4748353,2020-01-12T13:35:00Z,Strada Urbana,VIA AURELIA,all'intersezione con,VIA DI PORTA PERTUSA,VIA DI PORTA PERTUSA,,,12.4454,41.9012
4748209,2020-01-12T14:20:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA DEL MAGGIOLINO,VIA DEL MAGGIOLINO,,,12.6066,41.8938
4748322,2020-01-12T15:30:00Z,Strada Urbana,LARGO DELLE ROBINIE,all'intersezione con,VIA DEGLI ONTANI,VIA DEGLI ONTANI,,,12.5719,41.8824
4748250,2020-01-12T17:00:00Z,Strada Urbana,VIA PIAN DUE TORRI,all'intersezione con,VIA LARI,VIA LARI,,,12.4621,41.8496
4748212,2020-01-12T17:40:00Z,Strada Urbana,VIA ALESSANDRO CIALDI,all'intersezione con,VIA GIULIO ROCCO,VIA GIULIO ROCCO,,,12.4815,41.8624
4748240,2020-01-12T18:00:00Z,Strada Urbana,VIA CAIO ATEIO CAPITONE,all'intersezione con,VIALE TITO LABIENO,VIALE TITO LABIENO,,,12.5631,41.85
4747896,2020-01-12T18:40:00Z,Strada Urbana,VIA DI PORTA FURBA,all'intersezione con,SALITA DEL MANDRIONE,SALITA DEL MANDRIONE,,,12.5404,41.8715
4748386,2020-01-12T19:15:00Z,Strada Urbana,PIAZZA GIUSEPPE MAZZINI,all'intersezione con,VIA LUIGI SETTEMBRINI,VIA LUIGI SETTEMBRINI,,,12.464,41.9155
4748397,2020-01-12T19:25:00Z,Strada Urbana,VIA MARCANTONIO BRAGADIN,all'intersezione con,VIA FRANCESCO SIVORI,VIA FRANCESCO SIVORI,,,12.4471,41.9057
4748245,2020-01-12T19:50:00Z,Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA DELLA VALLE DEI FONTANILI,VIA DELLA VALLE DEI FONTANILI,,,12.4119,41.923
4748389,2020-01-12T20:17:00Z,Strada Urbana,VIALE XVII OLIMPIADE,all'intersezione con,VIALE TIZIANO,VIALE TIZIANO,,,12.4687,41.9315
4748504,2020-01-12T21:30:00Z,Strada Urbana,PIAZZA ARULENO CELIO SABINO,all'intersezione con,VIA CAIO CANULEIO,VIA CAIO CANULEIO,,,12.5595,41.8537
4748262,2020-01-12T22:00:00Z,Regionale entro l'abitato,VIA CASSIA,all'intersezione con,VIA VINCENZO TIERI,VIA VINCENZO TIERI,,,12.4137,41.9828
4748395,2020-01-12T22:30:00Z,Strada Urbana,VIALE DELLA MOSCHEA,da specificare,,,,fronte via Sergio Leone,12.493,41.9338
4748226,2020-01-12T23:45:00Z,Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA SIMONE MOSCA,VIA SIMONE MOSCA,,,12.4173,41.929
4748197,2020-01-13T04:40:00Z,Strada Urbana,VIA CAVOUR,all'intersezione con,VIA GIOVANNI AMENDOLA,VIA GIOVANNI AMENDOLA,,,12.4993,41.9003
4750905,2020-01-13T07:30:00Z,Strada Urbana,VIA SANNIO,da specificare,,,,prossimità PIAZZALE APPIO,12.5094,41.8853
4749939,2020-01-13T07:50:00Z,Strada Urbana,VIA FRANCESCO SAVERIO SPROVIERI,all'intersezione con,VIA GIACINTO CARINI,VIA GIACINTO CARINI,,,12.4599,41.8827
4750003,2020-01-13T08:20:00Z,Strada Urbana,VIA GABRIO CASATI,all'intersezione con,VIA ETTORE SACCHI,VIA ETTORE SACCHI,,,12.5244,41.955
4750218,2020-01-13T08:30:00Z,Strada Urbana,VIA PIETRO GASPARRI,all'intersezione con,VIA TOMMASO DE VIO,VIA TOMMASO DE VIO,,,12.4144,41.9224
4749549,2020-01-13T08:45:00Z,Strada Urbana,VIA DELLA MAGLIANA,all'intersezione con,VIA DEL FOSSO DELLA MAGLIANA,VIA DEL FOSSO DELLA MAGLIANA,,,12.4196,41.8317
4749895,2020-01-13T08:50:00Z,Strada Urbana,VIA DELLE CAVE DI PIETRALATA,da specificare,,,,prossimità Via Tiburtina,12.5366,41.9086
4749377,2020-01-13T09:15:00Z,Strada Urbana,VIA GABRIELE PALEOTTI,all'intersezione con,VIA DI TORREVECCHIA,VIA DI TORREVECCHIA,,,12.4113,41.92
4749399,2020-01-13T10:50:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA DEL QUARTACCIO,VIA DEL QUARTACCIO,,,12.3847,41.9149
4749943,2020-01-13T10:50:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA DI TOR SAPIENZA,VIA DI TOR SAPIENZA,,,12.5916,41.8943
4749917,2020-01-13T11:20:00Z,Strada Urbana,VIA SANTE BARGELLINI,da specificare,,,,civ. 23 strada di servizio alt. Via Renzo Rossi,12.5458,41.9104
4748781,2020-01-13T11:30:00Z,Strada Urbana,PIAZZA PIO XI,all'intersezione semaforizzata con,VIA GREGORIO VII,VIA GREGORIO VII,,,12.4386,41.895
4755981,2020-01-13T11:30:00Z,Strada Urbana,VIA AOSTA,all'intersezione con,PIAZZA DEI RE DI ROMA,PIAZZA DEI RE DI ROMA,,,12.5143,41.8825
4749543,2020-01-13T12:05:00Z,Strada Urbana,VIA DAMIANO MACALUSO,all'intersezione con,VIA FRANCO ENRIQUEZ,VIA FRANCO ENRIQUEZ,,,12.468,41.8627
4750146,2020-01-13T12:15:00Z,Strada Urbana,VIA DI TOR VERGATA,all'intersezione con,VIA GIAN BATTISTA MILIANI,VIA GIAN BATTISTA MILIANI,,,12.6226,41.8468
4750362,2020-01-13T12:20:00Z,Strada Urbana,VIA CIPRO,da specificare,,,,altezza via Giulio Venticinque,12.4475,41.908
4750594,2020-01-13T12:35:00Z,Strada Urbana,VIALE GIUSEPPE MAZZINI,all'intersezione con,VIA MONTE SANTO,VIA MONTE SANTO,,,12.4595,41.9153
4749971,2020-01-13T13:00:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIA DEI GELSI,VIA DEI GELSI,,,12.5739,41.8902
4749947,2020-01-13T13:20:00Z,Strada Urbana,VIA VEDANA,da specificare,,,,pross.via Badia di Cava,12.4821,41.8465
4749958,2020-01-13T13:35:00Z,Strada Urbana,VIA GREGORIO XI,all'intersezione con,VIA GIOVANNI NOVELLI,VIA GIOVANNI NOVELLI,,,12.4067,41.892
4750022,2020-01-13T14:30:00Z,Strada Urbana,VIADOTTO GIOVANNI GRONCHI,da specificare,,,,rampa uscita intersezione VIA DELLE VIGNE NUOVE,12.5345,41.9592
4749540,2020-01-13T16:00:00Z,Strada Urbana,PIAZZA CERTALDO,all'intersezione con,VIA SCARPERIA,VIA SCARPERIA,,,12.4591,41.8443
4750301,2020-01-13T17:10:00Z,Strada Urbana,CORSO TRIESTE,all'intersezione con,VIA CORSICA,VIA CORSICA,,,12.5094,41.9204
4750145,2020-01-13T18:00:00Z,Strada Urbana,VIA DELLA BUFALOTTA,all'intersezione semaforizzata con,VIA DI CASAL BOCCONE,VIA DI CASAL BOCCONE,,,12.5499,41.9676
4750151,2020-01-13T18:30:00Z,Strada Urbana,VIALE DI VAL FIORITA,all'intersezione con,VIA DELLE TRE FONTANE,VIA DELLE TRE FONTANE,,,12.4682,41.8409
4750060,2020-01-13T18:35:00Z,Strada Urbana,VIA DELLA BALDUINA,all'intersezione con,VIA FRANCO LUCCHINI,VIA FRANCO LUCCHINI,,,12.4387,41.9213
4750236,2020-01-13T18:40:00Z,Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA PIER PAOLO PASOLINI,VIA PIER PAOLO PASOLINI,,,12.4142,41.949
4750439,2020-01-13T19:10:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione con,VIA MONTE FARAONE,VIA MONTE FARAONE,,,12.5378,41.9359
4749876,2020-01-13T19:15:00Z,Strada Urbana,VIA DI TOR PIGNATTARA,all'intersezione con,VIA GALEAZZO ALESSI,VIA GALEAZZO ALESSI,,,12.542,41.8792
4749982,2020-01-13T19:30:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA GIUSEPPE BERNERI,VIA GIUSEPPE BERNERI,,,12.5864,41.8688
4750126,2020-01-13T19:30:00Z,Strada Urbana,LUNGOTEVERE MARESCIALLO CADORNA,all'intersezione con,VIA ROBERTO MORRA DI LAVRIANO,VIA ROBERTO MORRA DI LAVRIANO,,,12.4587,41.9268
4749857,2020-01-14T06:00:00Z,Strada Urbana,VIA DI ACQUA BULLICANTE,all'intersezione con,LARGO PRENESTE,LARGO PRENESTE,,,12.542,41.8911
4751733,2020-01-14T06:30:00Z,Strada Urbana,VIADOTTO SANDRO PERTINI,da specificare,,,,200 m prima rampa via monte Giberto,12.5406,41.9204
4751751,2020-01-14T08:00:00Z,Strada Urbana,VIA DI TOR BELLA MONACA,all'intersezione con,VIA CASILINA,VIA CASILINA,,,12.6281,41.8764
4751747,2020-01-14T08:05:00Z,Strada Urbana,VIA DELL'AQUILA REALE,all'intersezione con,VIA DELLE RONDINI,VIA DELLE RONDINI,,,12.5962,41.8644
4751778,2020-01-14T08:30:00Z,Strada Urbana,VIA SCARPANTO,all'intersezione con,VIA VENTOTENE,VIA VENTOTENE,,,12.5275,41.9476
4750402,2020-01-14T08:40:00Z,Strada Urbana,VIALE DELL'UMANESIMO,all'intersezione semaforizzata con,PIAZZALE DELL'UMANESIMO,PIAZZALE DELL'UMANESIMO,,,12.4699,41.8231
