Protocollo,DataOraIncidente,Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,Chilometrica,DaSpecificare,Longitude,Latitude
4621128,2019-10-24T16:50:00Z,Strada Urbana,PONTE CAVOUR,all'intersezione con,LUNGOTEVERE IN AUGUSTA,LUNGOTEVERE IN AUGUSTA,,,12.4743,41.905
4624008,2019-10-24T17:55:00Z,Strada Urbana,CORSO DEL RINASCIMENTO,all'intersezione con,PIAZZA MADAMA,PIAZZA MADAMA,,,12.474,41.8984
4622630,2019-10-24T18:00:00Z,Strada Urbana,VIALE DELLE TERME DI CARACALLA,all'intersezione con,PIAZZALE NUMA POMPILIO,PIAZZALE NUMA POMPILIO,,,12.4952,41.8789
4620556,2019-10-24T18:20:00Z,Strada Urbana,VIA DI TOR VERGATA,all'intersezione con,VIA GIOACCHINO VOLPE,VIA GIOACCHINO VOLPE,,,12.6232,41.8386
4621070,2019-10-24T18:45:00Z,Strada Urbana,VIA GINO FUNAIOLI,all'intersezione con,VIA VINCENZO USSANI,VIA VINCENZO USSANI,,,12.44,41.8587
4621086,2019-10-24T18:50:00Z,Strada Urbana,VIA ABATE UGONE,all'intersezione con,VIA FONTEIANA,VIA FONTEIANA,,,12.4535,41.8781
4621286,2019-10-24T19:00:00Z,Strada Urbana,PIAZZA VITTORIO EMANUELE II,all'intersezione con,VIA CONTE VERDE,VIA CONTE VERDE,,,12.5048,41.8951
4620487,2019-10-24T19:25:00Z,Strada Urbana,VIALE DEI CONSOLI,all'intersezione con,VIA DELL'AEROPORTO,VIA DELL'AEROPORTO,,,12.5562,41.8627
4620583,2019-10-24T20:15:00Z,Strada Urbana,LARGO CODOGNO,all'intersezione con,VIA DI CASAL DEL MARMO,VIA DI CASAL DEL MARMO,,,12.3925,41.9476
4621132,2019-10-24T21:00:00Z,Strada Urbana,VIALE DEI QUATTRO VENTI,all'intersezione con,VIA RAFFAELLO GIOVAGNOLI,VIA RAFFAELLO GIOVAGNOLI,,,12.4585,41.8796
4620830,2019-10-24T21:58:00Z,Strada Urbana,VIA POMPEO MAGNO,all'intersezione con,VIA EZIO,VIA EZIO,,,12.4659,41.9097
4620606,2019-10-24T23:20:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione con,VIALE MARCO FULVIO NOBILIORE,VIALE MARCO FULVIO NOBILIORE,,,12.5626,41.8568
4620646,2019-10-24T23:45:00Z,Strada Urbana,VIA ARISTIDE LEONORI,all'intersezione con,VIA MARIO MUSCO,VIA MARIO MUSCO,,,12.4881,41.8493
4620658,2019-10-25T00:10:00Z,Strada Urbana,VIA LATINA,all'intersezione con,VIA LUSITANIA,VIA LUSITANIA,,,12.5037,41.876
4620994,2019-10-25T01:30:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA URBANO II,VIA URBANO II,,,12.3847,41.9149
4621264,2019-10-25T01:40:00Z,Strada Urbana,LUNGOTEVERE RAFFAELLO SANZIO,all'intersezione con,PIAZZA GIUSEPPE GIOACHINO BELLI,PIAZZA GIUSEPPE GIOACHINO BELLI,,,12.4745,41.8903
4621680,2019-10-25T03:00:00Z,Strada Urbana,PIAZZALE CLODIO,all'intersezione semaforizzata con,VIA TEULADA,VIA TEULADA,,,12.4549,41.9167
4620810,2019-10-25T06:30:00Z,Strada Urbana,VIA DI S. PETRONILLA,all'intersezione semaforizzata con,VIA DELLE SETTE CHIESE,VIA DELLE SETTE CHIESE,,,12.5006,41.8595
4622494,2019-10-25T06:45:00Z,Strada Urbana,VIA FILIPPO FIORENTINI,da specificare,,,,prossimità via Tiburtina,12.5541,41.9116
4621400,2019-10-25T08:30:00Z,Strada Urbana,VIALE CRISTOFORO COLOMBO,all'intersezione con,VIA DI CASAL PALOCCO,VIA DI CASAL PALOCCO,,,12.4536,41.8089
4622364,2019-10-25T09:00:00Z,Strada Urbana,VIA DEL FOSSO DI S. MAURA,all'intersezione con,VIA SILICELLA,VIA SILICELLA,,,12.5947,41.858
4621010,2019-10-25T10:10:00Z,Strada Urbana,VIALE GIORGIO DE CHIRICO,all'intersezione con,VIALE FILIPPO DE PISIS,VIALE FILIPPO DE PISIS,,,12.5872,41.8991
4622644,2019-10-25T10:20:00Z,Strada Urbana,LUNGOTEVERE DEI SANGALLO,all'intersezione semaforizzata con,VIA ACCIAIOLI,VIA ACCIAIOLI,,,12.4643,41.8998
4624506,2019-10-25T10:25:00Z,Strada Urbana,VIALE DELLA BELLA VILLA,all'intersezione con,VIA DEL GRANO,VIA DEL GRANO,,,12.577,41.8735
4622500,2019-10-25T10:30:00Z,Statale entro l'abitato,VIA TIBURTINA,da specificare,,,,prossimità via Luigi Cesana,12.5511,41.9113
4622564,2019-10-25T10:30:00Z,Strada Urbana,PIAZZA DEI CINQUECENTO,all'intersezione semaforizzata con,VIALE ENRICO DE NICOLA,VIALE ENRICO DE NICOLA,,,12.4998,41.9018
4622370,2019-10-25T10:40:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA SILICELLA,VIA SILICELLA,,,12.6199,41.8628
4622693,2019-10-25T10:40:00Z,Strada Urbana,BORGO S. ANGELO,all'intersezione con,VIA DELLA TRASPONTINA,VIA DELLA TRASPONTINA,,,12.4631,41.9033
4621816,2019-10-25T11:00:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione con,VIALE DEI ROMANISTI,VIALE DEI ROMANISTI,,,12.5733,41.8872
4622514,2019-10-25T11:05:00Z,Strada Urbana,VIA TROILO IL GRANDE,all'intersezione con,VIA OTTAVIANO CONTE DI PALOMBARA,VIA OTTAVIANO CONTE DI PALOMBARA,,,12.6011,41.9482
4622988,2019-10-25T11:30:00Z,Strada Urbana,VIA MONTE CERVIALTO,all'intersezione semaforizzata con,VIA MONTE MASSICO,VIA MONTE MASSICO,,,12.532,41.9513
4622678,2019-10-25T11:55:00Z,Strada Urbana,LUNGOTEVERE GRANDE A.GLIO THAON DI REVEL,da specificare,,,,fronte Via Martino Longhi,12.4636,41.9323
4625394,2019-10-25T12:00:00Z,Strada Urbana,VIALE CAMILLO SABATINI,all'intersezione semaforizzata con,VIA DI DECIMA,VIA DI DECIMA,,,12.4436,41.821
4621464,2019-10-25T12:15:00Z,Strada Urbana,VIA AUSTRIA,da specificare,,,,via degli olimpionici,12.472,41.9329
4625136,2019-10-25T12:30:00Z,Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA GABRIELE PALEOTTI,VIA GABRIELE PALEOTTI,,,12.4123,41.9234
4622729,2019-10-25T12:35:00Z,Strada Urbana,PIAZZALE BRASILE,all'intersezione con,VIA VITTORIO VENETO,VIA VITTORIO VENETO,,,12.4888,41.9096
4621380,2019-10-25T13:15:00Z,Strada Urbana,PIAZZA DI CINECITTA',all'intersezione semaforizzata con,VIALE TITO LABIENO,VIALE TITO LABIENO,,,12.5675,41.8536
4626060,2019-10-25T13:20:00Z,Strada Urbana,VIALE DEI CADUTI NELLA GUERRA DI LIBERAZIONE,all'intersezione con,VIA DEI CADUTI CIVILI,VIA DEI CADUTI CIVILI,,,12.4427,41.787
4627811,2019-10-25T13:25:00Z,Strada Urbana,PIAZZALE GIULIO PASTORE,all'intersezione con,VIALE DELL'ARTE,VIALE DELL'ARTE,,,12.4751,41.831
4621526,2019-10-25T13:30:00Z,Strada Urbana,VIA MASSIMO CAMPIGLI,all'intersezione con,VIALE FRANCO ANGELI,VIALE FRANCO ANGELI,,,12.5821,41.8983
4627880,2019-10-25T14:10:00Z,Strada Urbana,VIA DELLE GUARDIE ALLA FRONTIERA,all'intersezione con,VIA LAURENTINA,VIA LAURENTINA,,,12.4851,41.8154
4622475,2019-10-25T14:15:00Z,Strada Urbana,PIAZZA VENEZIA,all'intersezione con,VIA DEL CORSO,VIA DEL CORSO,,,12.4822,41.8967
4621615,2019-10-25T15:30:00Z,Strada Urbana,VIA DEI CICLAMINI,all'intersezione con,VIA PRENESTINA,VIA PRENESTINA,,,12.565,41.8947
4622019,2019-10-25T15:40:00Z,Strada Urbana,VIA SILVESTRO GHERARDI,all'intersezione con,VIA CESARE ARZELA',VIA CESARE ARZELA',,,12.4721,41.8627
4623882,2019-10-25T16:15:00Z,Strada Urbana,PIAZZALE LABICANO,all'intersezione con,VIA CASILINA,VIA CASILINA,,,12.5154,41.891
4622518,2019-10-25T16:30:00Z,Strada Urbana,VIA DI PIETRALATA,all'intersezione con,VIA GIOVANNI MICHELOTTI,VIA GIOVANNI MICHELOTTI,,,12.5556,41.9152
4625095,2019-10-25T16:30:00Z,Strada Urbana,VIA DI TORREVECCHIA,da specificare,,,,pross. via Campo Ligure,12.4204,41.9344
4623098,2019-10-25T17:10:00Z,Strada Urbana,VIA DELLA TENUTA REDICICOLI,da specificare,,,,pross. Via del Casale Redicicoli,12.5355,41.9805
4624958,2019-10-25T17:30:00Z,Strada Urbana,VIA DI S. PANCRAZIO,all'intersezione con,VIA AURELIA ANTICA,VIA AURELIA ANTICA,,,12.4583,41.8869
4622581,2019-10-25T18:30:00Z,Strada Urbana,VIALE DELLA MARINA,all'intersezione con,VIA S. MONICA,VIA S. MONICA,,,12.2775,41.7311
4625682,2019-10-25T18:45:00Z,Strada Urbana,VIA COLLATINA,all'intersezione con,VIA PIO SEMEGHINI,VIA PIO SEMEGHINI,,,12.6053,41.9048
4621188,2019-10-25T23:35:00Z,Strada Urbana,VIA ETTORE ROLLI,all'intersezione semaforizzata con,VIA BERNARDINO PASSERI,VIA BERNARDINO PASSERI,,,12.4676,41.8743
4627444,2019-10-26T01:10:00Z,Strada Urbana,VIA CESARE DE LOLLIS,all'intersezione con,VIA DEI MARRUCINI,VIA DEI MARRUCINI,,,12.5161,41.9012
4622639,2019-10-26T04:30:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione semaforizzata con,VIALE VENTUNO APRILE,VIALE VENTUNO APRILE,,,9.644,45.397
4622612,2019-10-26T06:05:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione con,VIALE MARCO POLO,VIALE MARCO POLO,,,12.4536,41.8089
4625251,2019-10-26T08:30:00Z,Strada Urbana,VIA DELLA PISANA,all'intersezione con,VIA DEI BONACOLSI,VIA DEI BONACOLSI,,,12.389,41.8577
4625485,2019-10-26T08:35:00Z,Strada Urbana,VIA DI S. MARIA IN COSMEDIN,all'intersezione con,VIA DELLA GRECA,VIA DELLA GRECA,,,12.4816,41.8881
4625226,2019-10-26T08:55:00Z,Strada Urbana,VICOLO DI S. FRANCESCO A RIPA,all'intersezione con,VIA DELLA LUCE,VIA DELLA LUCE,,,12.4721,41.8858
4623823,2019-10-26T09:30:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA ANTONIO INGEGNOLI,VIA ANTONIO INGEGNOLI,,,12.6199,41.8628
4625408,2019-10-26T09:45:00Z,Strada Urbana,VIA MERULANA,all'intersezione semaforizzata con,VIA DELLO STATUTO,VIA DELLO STATUTO,,,12.5002,41.895
4625458,2019-10-26T11:00:00Z,Strada Urbana,VIA DELLA GIULIANA,all'intersezione con,VIA GIOVANNI BETTOLO,VIA GIOVANNI BETTOLO,,,12.4548,41.9113
4625783,2019-10-26T11:30:00Z,Strada Urbana,PIAZZA GUIDO PIOVENE,all'intersezione con,VIALE CARLO LEVI,VIALE CARLO LEVI,,,12.4656,41.8125
4625027,2019-10-26T12:15:00Z,Strada Urbana,VIA NOMENTANA NUOVA,all'intersezione semaforizzata con,CORSO SEMPIONE,CORSO SEMPIONE,,,12.5311,41.9342
4625410,2019-10-26T12:15:00Z,Strada Urbana,VIALE GIUSEPPE MAZZINI,all'intersezione con,VIALE ANGELICO,VIALE ANGELICO,,,12.4585,41.9154
4624031,2019-10-26T12:30:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione semaforizzata con,VIA COLLATINA,VIA COLLATINA,,,12.5631,41.895
4623911,2019-10-26T12:50:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione semaforizzata con,LARGO VOLUMNIA,LARGO VOLUMNIA,,,12.5333,41.872
4624045,2019-10-26T13:30:00Z,Strada Urbana,VIA PIETRO ROVETTI,all'intersezione con,VIA AMEDEO CENCELLI,VIA AMEDEO CENCELLI,,,12.5429,41.878
4625229,2019-10-26T13:35:00Z,Strada Urbana,VIA DI PORTONACCIO,all'intersezione con,LARGO GIOVANNI PITTALUGA,LARGO GIOVANNI PITTALUGA,,,12.5373,41.8999
4625088,2019-10-26T15:15:00Z,Provinciale,VIA NOMENTANA,all'intersezione con,VIA FRATELLI MARISTI,VIA FRATELLI MARISTI,,,12.6062,41.9691
4625330,2019-10-26T15:25:00Z,Strada Urbana,PIAZZA DI VILLA CARPEGNA,all'intersezione semaforizzata con,VIA DI TORRE ROSSA,VIA DI TORRE ROSSA,,,12.4291,41.8952
4625037,2019-10-26T16:25:00Z,Strada Urbana,VIA MARIA ADELAIDE,all'intersezione con,VIA LUISA DI SAVOIA,VIA LUISA DI SAVOIA,,,12.4743,41.9102
4625023,2019-10-26T17:00:00Z,Strada Urbana,VIA DI VALLE MELAINA,all'intersezione con,VIA STAMPALIA,VIA STAMPALIA,,,12.5258,41.9486
4624432,2019-10-26T17:30:00Z,Strada Urbana,VIALE GIULIO AGRICOLA,all'intersezione con,VIALE ANICIO GALLO,VIALE ANICIO GALLO,,,12.5607,41.8548
4625189,2019-10-26T17:30:00Z,Strada Urbana,VIA MONTE MALOIA,all'intersezione con,PIAZZA MADRE MARIA TERESA SPINELLI,PIAZZA MADRE MARIA TERESA SPINELLI,,,12.5383,41.9352
4625012,2019-10-26T17:50:00Z,Strada Urbana,VIADOTTO ANTONIO SEGNI,da specificare,,,,in prossimità di Via Giovanni Conti,12.5277,41.9642
4625233,2019-10-26T18:00:00Z,Strada Urbana,VIA BERNARDO BARBIELLINI AMIDEI,all'intersezione con,VIA LUIGI ARBIB PASCUCCI,VIA LUIGI ARBIB PASCUCCI,,,12.4278,41.9259
4624425,2019-10-26T19:25:00Z,Strada Urbana,VIA LA SPEZIA,all'intersezione con,VIA NOLA,VIA NOLA,,,12.5153,41.8863
4624893,2019-10-26T19:30:00Z,Strada Urbana,VIA ATTILIO AMBROSINI,all'intersezione con,PIAZZALE DEL CARAVAGGIO,PIAZZALE DEL CARAVAGGIO,,,12.4929,41.851
4625093,2019-10-26T19:35:00Z,Strada Urbana,VIA DELLA CELLULOSA,all'intersezione con,VIA DI CASALOTTI,VIA DI CASALOTTI,,,12.364,41.9207
4624052,2019-10-26T19:51:00Z,Strada Urbana,VIA TOR DE' SCHIAVI,all'intersezione con,VIA DELLE PALME,VIA DELLE PALME,,,12.5613,41.8887
4624458,2019-10-26T23:00:00Z,Strada Urbana,LUNGOTEVERE MARESCIALLO DIAZ,all'intersezione semaforizzata con,PIAZZALE DI PONTE MILVIO,PIAZZALE DI PONTE MILVIO,,,12.462,41.9339
4625438,2019-10-26T23:30:00Z,Provinciale,VIA OSTIENSE,da specificare,,,,dir. Roma 900 mt prima di Via Fosso del Torrino,12.4261,41.8119
4628444,2019-10-27T01:30:00Z,Strada Urbana,PIAZZA CASTELLANI,all'intersezione con,PONTE PALATINO,PONTE PALATINO,,,12.4776,41.8894
4624061,2019-10-27T02:10:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA DEI GORDIANI,VIA DEI GORDIANI,,,12.5522,41.8772
4625449,2019-10-27T02:10:00Z,Strada Urbana,VIA FILIPPO FIORENTINI,all'intersezione con,VIA VITTORIO ZINCONE,VIA VITTORIO ZINCONE,,,12.5559,41.9086
4623830,2019-10-27T04:00:00Z,Strada Urbana,VIALE MARCO FULVIO NOBILIORE,all'intersezione con,PIAZZA S. GIOVANNI BOSCO,PIAZZA S. GIOVANNI BOSCO,,,12.565,41.8595
4624009,2019-10-27T05:00:00Z,Strada Urbana,VIA DELLA GIUSTINIANA,all'intersezione con,VIA GIROLAMO BENVENUTI,VIA GIROLAMO BENVENUTI,,,12.4365,41.9988
4627449,2019-10-27T05:00:00Z,Strada Urbana,VIA DEI MARRUCINI,all'intersezione con,VIA CESARE DE LOLLIS,VIA CESARE DE LOLLIS,,,12.5138,41.9004
4625196,2019-10-27T06:50:00Z,Strada Urbana,VIA DELLA PISANA,all'intersezione con,VIA BARTOLOMEO AVANZINI,VIA BARTOLOMEO AVANZINI,,,12.389,41.8577
4625450,2019-10-27T07:30:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA CARLO DE' MARCHESETTI,VIA CARLO DE' MARCHESETTI,,,12.6199,41.8628
4624015,2019-10-27T09:00:00Z,Strada Urbana,VIA BIAGIO PETROCELLI,all'intersezione con,LARGO ANDREA BERARDI,LARGO ANDREA BERARDI,,,12.6113,41.8431
4626240,2019-10-27T10:45:00Z,Strada Urbana,VIALE UMBERTO TUPINI,da specificare,,,,altezza viale America,12.4612,41.8318
4625227,2019-10-27T11:00:00Z,Strada Urbana,VIA GUIDO CAVALCANTI,all'intersezione con,VIA GIUSEPPE REVERE,VIA GIUSEPPE REVERE,,,12.4604,41.8751
4625364,2019-10-27T11:45:00Z,Strada Urbana,LARGO GIOVANNI PITTALUGA,all'intersezione semaforizzata con,VIA DI CASAL BERTONE,VIA DI CASAL BERTONE,,,12.5377,41.8991
4625141,2019-10-27T12:05:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione semaforizzata con,VIA GELA,VIA GELA,,,12.5218,41.8795
4625798,2019-10-27T12:10:00Z,Strada Urbana,VIA DEI CERCHI,all'intersezione semaforizzata con,VIA DI S. TEODORO,VIA DI S. TEODORO,,,12.4855,41.8869
4624924,2019-10-27T13:10:00Z,Strada Urbana,VIA FRANCESCO MENGOTTI,all'intersezione con,VIA BONALDO STRINGHER,VIA BONALDO STRINGHER,,,12.4661,41.9439
4625500,2019-10-27T14:01:00Z,Strada Urbana,LARGO BRANCACCIO,all'intersezione semaforizzata con,VIA MERULANA,VIA MERULANA,,,12.5002,41.895
4624959,2019-10-27T14:30:00Z,Strada Urbana,VIA GIACINTO GIGANTE,all'intersezione con,VIA MEROPIA,VIA MEROPIA,,,12.509,41.8555
4624602,2019-10-27T14:40:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione con,VIA BIAGIO PETROCELLI,VIA BIAGIO PETROCELLI,,,12.6064,41.8345
4624903,2019-10-27T15:45:00Z,Strada Urbana,VIA CASILINA,all'intersezione semaforizzata con,VIALE DELLA PRIMAVERA,VIALE DELLA PRIMAVERA,,,12.5574,41.8756
4625175,2019-10-27T16:01:00Z,Strada Urbana,VIA GIANNA PEDERZINI,da specificare,,,,prossimità Viadotto Giuseppe Saragat,12.5204,41.971
4624588,2019-10-27T16:30:00Z,Strada Urbana,VIA APPIA PIGNATELLI,all'intersezione con,VIA ERODE ATTICO,VIA ERODE ATTICO,,,12.5457,41.8396
4626300,2019-10-27T17:30:00Z,Strada Urbana,VIA CINA,all'intersezione con,VIA DEI BAMBU',VIA DEI BAMBU',,,12.4319,41.8108
4624972,2019-10-27T18:50:00Z,Strada Urbana,VIA CASILINA,all'intersezione semaforizzata con,VIALE FILARETE,VIALE FILARETE,,,12.6199,41.8628
4625332,2019-10-27T19:00:00Z,Strada Urbana,LARGO DI S. SUSANNA,all'intersezione con,VIA VITTORIO EMANUELE ORLANDO,VIA VITTORIO EMANUELE ORLANDO,,,12.4945,41.9042
4625889,2019-10-27T19:00:00Z,Strada Urbana,VIA DRUSO,all'intersezione con,VIALE DELLE TERME DI CARACALLA,VIALE DELLE TERME DI CARACALLA,,,12.4963,41.88
4625222,2019-10-27T20:00:00Z,Strada Urbana,VIA DEI CASTANI,da specificare,,,,attraversamento pedonale incrocio Via degli Aceri,12.5664,41.8782
4625026,2019-10-27T21:50:00Z,Strada Urbana,VIA TOR DE' SCHIAVI,all'intersezione con,LARGO DELLA PRIMAVERA,LARGO DELLA PRIMAVERA,,,12.5628,41.8849
4624907,2019-10-27T23:00:00Z,Strada Urbana,VIA DI TOR VERGATA,all'intersezione con,VIA GIAN BATTISTA MILIANI,VIA GIAN BATTISTA MILIANI,,,12.6225,41.8593
4625880,2019-10-28T06:10:00Z,Strada Urbana,PIAZZALE CLODIO,all'intersezione con,VIA GOLAMETTO,VIA GOLAMETTO,,,12.4533,41.9159
4627257,2019-10-28T07:30:00Z,Strada Urbana,VIA DELLE FORNACI,all'intersezione con,VIA DOMENICO SILVERI,VIA DOMENICO SILVERI,,,12.4576,41.8939
4626412,2019-10-28T07:45:00Z,Strada Urbana,VIA DI DONNA OLIMPIA,all'intersezione con,VIA RAFFAELE PAOLUCCI,VIA RAFFAELE PAOLUCCI,,,12.4536,41.8766
4627017,2019-10-28T08:25:00Z,Strada Urbana,VIA FILIPPO FIORENTINI,all'intersezione con,VIA VITTORIO ZINCONE,VIA VITTORIO ZINCONE,,,12.556,41.9086
4625553,2019-10-28T08:30:00Z,Strada Urbana,VIA NOLA,all'intersezione semaforizzata con,VIA LA SPEZIA,VIA LA SPEZIA,,,12.5148,41.8874
4627018,2019-10-28T09:05:00Z,Strada Urbana,VIA GERMANA STEFANINI,da specificare,,,,in prossimità di Via di Grottarossa,12.4486,41.9707
4625546,2019-10-28T09:30:00Z,Strada Urbana,VIA TOR DE' SCHIAVI,all'intersezione con,VIA DEI GLICINI,VIA DEI GLICINI,,,12.5628,41.8849
4627008,2019-10-28T10:10:00Z,Strada Urbana,VIA SALARIA,all'intersezione con,RACCORDO SALARIO SETTEBAGNI,RACCORDO SALARIO SETTEBAGNI,,,12.5212,42.0047
4626915,2019-10-28T10:30:00Z,Statale entro l'abitato,VIA FLAMINIA,all'intersezione con,VIA VIGNANELLO,VIA VIGNANELLO,,,12.4849,42.0351
4627022,2019-10-28T11:30:00Z,Statale entro l'abitato,VIA CASILINA,all'intersezione con,VIA SERRADIFALCO,VIA SERRADIFALCO,,,12.6915,41.8637
4627416,2019-10-28T11:50:00Z,Strada Urbana,PIAZZALE FLAMINIO,all'intersezione semaforizzata con,VIALE DEL MURO TORTO,VIALE DEL MURO TORTO,,,12.4751,41.9115
4626521,2019-10-28T11:55:00Z,Strada Urbana,VIA ANTONIO PACINOTTI,all'intersezione semaforizzata con,VIA GIOVANNI VOLPATO,VIA GIOVANNI VOLPATO,,,12.4675,41.871
4627059,2019-10-28T12:05:00Z,Strada Urbana,VIA DEL CASALE CAVALLARI,all'intersezione con,VIA GERANO,VIA GERANO,,,12.5952,41.9309
4624409,2019-10-28T12:15:00Z,Strada Urbana,VIA RABBELLO,all'intersezione con,VIA ANNIA REGILLA,VIA ANNIA REGILLA,,,12.5467,41.8403
4628271,2019-10-28T12:35:00Z,Strada Urbana,VIA GIACINTO CARINI,da specificare,,,,prossimità Via  LUIGI MERCANTINI,12.4609,41.8852
4626120,2019-10-28T12:50:00Z,Strada Urbana,VIA ALFREDO SERRANTI,all'intersezione con,VIA MASSIMI,VIA MASSIMI,,,12.437,41.9255
4626926,2019-10-28T12:50:00Z,Strada Urbana,VIA OSTIENSE,all'intersezione con,VIA DEI CADUTI SENZA CROCE,VIA DEI CADUTI SENZA CROCE,,,12.4751,41.8499
4626912,2019-10-28T13:40:00Z,Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA DELLA STAZIONE DI MONTE MARIO,VIA DELLA STAZIONE DI MONTE MARIO,,,12.4229,41.9409
4627088,2019-10-28T14:30:00Z,Strada Urbana,VIA DEI PRATI FISCALI,all'intersezione con,VIA CAVRIGLIA,VIA CAVRIGLIA,,,12.5165,41.9461
4627116,2019-10-28T15:00:00Z,Strada Urbana,LARGO DELLA PRIMAVERA,all'intersezione con,VIA DEI GELSI,VIA DEI GELSI,,,12.5618,41.8878
4627924,2019-10-28T15:45:00Z,Regionale,VIA PONTINA  (CARREGGIATA COMPLANARE),all'intersezione con,VIA DI VALLERANO,VIA DI VALLERANO,,,12.4529,41.796
4627108,2019-10-28T16:30:00Z,Strada Urbana,VIA DEL MAGGIOLINO,all'intersezione con,VIA PRENESTINA,VIA PRENESTINA,,,12.6067,41.8938
4626997,2019-10-28T16:40:00Z,Strada Urbana,VIA GRAZIA DELEDDA,all'intersezione con,VIA GASPARA STAMPA,VIA GASPARA STAMPA,,,12.5622,41.9461
4628296,2019-10-28T17:50:00Z,Strada Urbana,VIA DI BRAVETTA,all'intersezione semaforizzata con,VIA DEI MARCELLINI,VIA DEI MARCELLINI,,,12.4257,41.8762
4627099,2019-10-28T18:00:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione con,VIA ETTORE ROMAGNOLI,VIA ETTORE ROMAGNOLI,,,12.5728,41.9579
4627413,2019-10-28T18:00:00Z,Strada Urbana,VIA LAURENTINA,all'intersezione semaforizzata con,VIA DEI CORAZZIERI,VIA DEI CORAZZIERI,,,12.4795,41.822
4628136,2019-10-28T18:35:00Z,Strada Urbana,VIA OSTIENSE,da specificare,,,,dir. Roma 200 mt dopo Via Monte del Finocchio,12.4554,41.834
4626832,2019-10-28T19:00:00Z,Strada Urbana,VIALE CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA DEI GEORGOFILI,VIA DEI GEORGOFILI,,,12.4907,41.8543
4627428,2019-10-28T20:10:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione semaforizzata con,VIA VAL D'AOSTA,VIA VAL D'AOSTA,,,12.527,41.9309
4627052,2019-10-28T20:30:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA MANCINI,VIA MANCINI,,,12.5717,41.8952
4627430,2019-10-28T20:50:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione semaforizzata con,VIA VAL D'AOSTA,VIA VAL D'AOSTA,,,12.5728,41.9579
4627097,2019-10-28T23:05:00Z,Strada Urbana,VIALE DELLA GRANDE MURAGLIA,all'intersezione con,VIA ROTTERDAM,VIA ROTTERDAM,,,12.4463,41.8158
4626889,2019-10-28T23:15:00Z,Strada Urbana,VIALE SPARTACO,all'intersezione semaforizzata con,VIA LUCIO SESTIO,VIA LUCIO SESTIO,,,12.5553,41.8579
4627376,2019-10-28T23:45:00Z,Strada Urbana,VIA OSTIENSE,da specificare,,,,"In prossimita del km 7,900 della Via del Mare",12.456,41.8346
4627130,2019-10-29T00:35:00Z,Strada Urbana,VIA PORTUENSE,all'intersezione con,LARGO GAETANO LA LOGGIA,LARGO GAETANO LA LOGGIA,,,12.414,41.8469
4628464,2019-10-29T00:35:00Z,Strada Urbana,VIA GIACINTO CARINI,all'intersezione con,VIA GABRIELE ROSSETTI,VIA GABRIELE ROSSETTI,,,12.4609,41.8852
4627020,2019-10-29T01:00:00Z,Strada Urbana,VIA APPIA NUOVA,all'intersezione semaforizzata con,VIA ACERENZA,VIA ACERENZA,,,12.5516,41.8397
4626895,2019-10-29T03:50:00Z,Strada Urbana,VIA CERNAIA,all'intersezione semaforizzata con,VIA GOITO,VIA GOITO,,,12.5,41.9064
4629136,2019-10-29T07:00:00Z,Strada Urbana,VIA SCARPANTO,all'intersezione con,VIA STAMPALIA,VIA STAMPALIA,,,12.5275,41.9476
4627209,2019-10-29T07:30:00Z,Strada Urbana,VIA CAFFARO,all'intersezione con,CIRCONVALLAZIONE OSTIENSE,CIRCONVALLAZIONE OSTIENSE,,,12.4859,41.8672
4627904,2019-10-29T07:50:00Z,Strada Urbana,VIA MATTIA BATTISTINI,da specificare,,,,in prossimità di via Adriano I,12.4184,41.9139
4627086,2019-10-29T08:10:00Z,Strada Urbana,PIAZZA ETTORE VIOLA,all'intersezione con,VIA WALTER PROCACCINI,VIA WALTER PROCACCINI,,,12.5854,41.8458
4627362,2019-10-29T08:20:00Z,Strada Urbana,VIA CASTROVILLARI,da specificare,,,,prossimità VIA TERNI,12.5221,41.885
4629463,2019-10-29T08:40:00Z,Strada Urbana,VIALE BRUNO BUOZZI,all'intersezione con,PIAZZALE DON GIOVANNI MINZONI,PIAZZALE DON GIOVANNI MINZONI,,,12.4817,41.9214
